city,population_2020,sumlev,state,county,place,cousub,concit,primgeo_flag,funcstat,stname,estimatesbase2020,popestimate2021,popestimate2022,popestimate2023,size_category,population_rank,region
Leon,1811,162,19,000,44535,00000,00000,0,A,Iowa,1819,1824,1827,1817,Village,176,Other
Le Roy,12,162,19,000,44580,00000,00000,0,A,Iowa,12,12,12,12,Village,711,Other
Lester,296,162,19,000,44670,00000,00000,0,A,Iowa,296,300,304,309,Village,502,Other
Letts,361,162,19,000,44715,00000,00000,0,A,Iowa,362,360,358,354,Village,469,Other
Lewis,359,162,19,000,44805,00000,00000,0,A,Iowa,359,360,361,362,Village,471,Other
Libertyville,277,162,19,000,44985,00000,00000,0,A,Iowa,277,278,275,271,Village,509,Other
Lidderdale,166,162,19,000,45030,00000,00000,0,A,Iowa,166,165,163,163,Village,590,Other
Lime Springs,476,162,19,000,45165,00000,00000,0,A,Iowa,475,474,475,467,Village,419,Other
Lincoln,122,162,19,000,45255,00000,00000,0,A,Iowa,122,120,120,119,Village,624,Other
Linden,200,162,19,000,45390,00000,00000,0,A,Iowa,200,202,204,203,Village,566,Other
Lineville,192,162,19,000,45435,00000,00000,0,A,Iowa,192,193,192,192,Village,572,Other
Linn Grove,162,162,19,000,45480,00000,00000,0,A,Iowa,162,161,156,154,Village,593,Other
Lisbon,2232,162,19,000,45615,00000,00000,0,A,Iowa,2232,2220,2212,2208,Village,151,Other
Liscomb,292,162,19,000,45660,00000,00000,0,A,Iowa,292,291,291,291,Village,503,Other
Little Rock,438,162,19,000,45795,00000,00000,0,A,Iowa,439,441,442,444,Village,430,Other
Little Sioux,167,162,19,000,45840,00000,00000,0,A,Iowa,167,168,169,170,Village,589,Other
Livermore,381,162,19,000,45975,00000,00000,0,A,Iowa,381,382,377,375,Village,458,Other
Lockridge,243,162,19,000,46065,00000,00000,0,A,Iowa,243,246,244,240,Village,535,Other
Logan,1386,162,19,000,46155,00000,00000,0,A,Iowa,1388,1391,1367,1354,Village,215,Other
Lohrville,378,162,19,000,46245,00000,00000,0,A,Iowa,379,376,367,370,Village,461,Other
Lone Rock,147,162,19,000,46290,00000,00000,0,A,Iowa,147,144,143,143,Village,605,Other
Lone Tree,1350,162,19,000,46335,00000,00000,0,A,Iowa,1353,1354,1343,1336,Village,218,Other
Long Grove,838,162,19,000,46425,00000,00000,0,A,Iowa,840,841,841,844,Village,310,Other
Lorimor,385,162,19,000,46515,00000,00000,0,A,Iowa,385,383,376,376,Village,455,Other
Lost Nation,431,162,19,000,46605,00000,00000,0,A,Iowa,432,429,427,423,Village,435,Other
Lovilia,471,162,19,000,46830,00000,00000,0,A,Iowa,470,469,465,460,Village,422,Other
Lowden,800,162,19,000,46920,00000,00000,0,A,Iowa,801,794,787,778,Village,317,Other
Low Moor,246,162,19,000,47010,00000,00000,0,A,Iowa,246,246,242,241,Village,534,Other
Luana,301,162,19,000,47055,00000,00000,0,A,Iowa,301,301,307,304,Village,499,Other
Lucas,172,162,19,000,47100,00000,00000,0,A,Iowa,173,175,175,174,Village,587,Other
Luther,148,162,19,000,47280,00000,00000,0,A,Iowa,148,148,146,145,Village,604,Other
Lu Verne,254,162,19,000,47370,00000,00000,0,A,Iowa,254,249,248,248,Village,527,Other
Luxemburg,242,162,19,000,47460,00000,00000,0,A,Iowa,242,241,238,238,Village,536,Other
Luzerne,111,162,19,000,47505,00000,00000,0,A,Iowa,111,111,111,111,Village,633,Other
Lynnville,381,162,19,000,47595,00000,00000,0,A,Iowa,381,381,381,383,Village,458,Other
Lytton,280,162,19,000,47730,00000,00000,0,A,Iowa,280,279,274,274,Village,507,Other
McCallsburg,351,162,19,000,47775,00000,00000,0,A,Iowa,351,355,354,354,Village,475,Other
McCausland,310,162,19,000,47820,00000,00000,0,A,Iowa,311,311,311,311,Village,494,Other
McClelland,147,162,19,000,47865,00000,00000,0,A,Iowa,147,146,145,145,Village,605,Other
Macedonia,267,162,19,000,47955,00000,00000,0,A,Iowa,267,265,263,263,Village,518,Other
McGregor,735,162,19,000,48000,00000,00000,0,A,Iowa,736,736,733,725,Village,342,Other
McIntire,113,162,19,000,48045,00000,00000,0,A,Iowa,113,114,115,116,Village,631,Other
Macksburg,97,162,19,000,48180,00000,00000,0,A,Iowa,97,98,101,101,Village,645,Other
Madrid,2801,162,19,000,48450,00000,00000,0,A,Iowa,2804,2821,2810,2799,Village,127,Other
Magnolia,187,162,19,000,48495,00000,00000,0,A,Iowa,187,190,190,188,Village,575,Other
Maharishi Vedic City,272,162,19,000,48500,00000,00000,0,A,Iowa,272,273,301,296,Village,513,Other
Malcom,267,162,19,000,48540,00000,00000,0,A,Iowa,268,266,263,261,Village,518,Other
Mallard,263,162,19,000,48585,00000,00000,0,A,Iowa,263,261,255,255,Village,522,Other
Maloy,26,162,19,000,48675,00000,00000,0,A,Iowa,26,26,26,26,Village,703,Other
Malvern,1034,162,19,000,48720,00000,00000,0,A,Iowa,1040,1037,1039,1051,Village,262,Other
Manchester,5074,162,19,000,48810,00000,00000,0,A,Iowa,5074,5128,5201,5239,Small Town,83,Other
Manilla,769,162,19,000,48855,00000,00000,0,A,Iowa,773,758,750,742,Village,327,Other
Manly,1256,162,19,000,48900,00000,00000,0,A,Iowa,1259,1245,1234,1231,Village,228,Other
Manning,1451,162,19,000,48945,00000,00000,0,A,Iowa,1454,1453,1420,1416,Village,208,Other
Manson,1702,162,19,000,48990,00000,00000,0,A,Iowa,1708,1693,1665,1656,Village,181,Other
Mapleton,1161,162,19,000,49170,00000,00000,0,A,Iowa,1163,1144,1129,1124,Village,241,Other
Maquoketa,6119,162,19,000,49215,00000,00000,0,A,Iowa,6130,6097,6066,6051,Small Town,64,Other
Marathon,232,162,19,000,49260,00000,00000,0,A,Iowa,232,231,224,221,Village,544,Other
Marble Rock,268,162,19,000,49305,00000,00000,0,A,Iowa,268,265,262,262,Village,517,Other
Marcus,1074,162,19,000,49350,00000,00000,0,A,Iowa,1074,1063,1052,1060,Village,254,Other
Marengo,2438,162,19,000,49395,00000,00000,0,A,Iowa,2438,2429,2420,2404,Village,142,Other
Marion,41599,162,19,000,49485,00000,00000,0,A,Iowa,41536,41745,41815,42213,Small City,13,Other
Marne,109,162,19,000,49575,00000,00000,0,A,Iowa,109,109,109,111,Village,635,Other
Marquette,428,162,19,000,49620,00000,00000,0,A,Iowa,429,428,432,432,Village,436,Other
Marshalltown,27569,162,19,000,49755,00000,00000,0,A,Iowa,27584,27446,27396,27574,Small City,16,Other
Martelle,249,162,19,000,49845,00000,00000,0,A,Iowa,249,251,249,247,Village,531,Other
Martensdale,422,162,19,000,49890,00000,00000,0,A,Iowa,420,417,414,411,Village,439,Other
Martinsburg,110,162,19,000,49935,00000,00000,0,A,Iowa,110,109,109,109,Village,634,Other
Marysville,46,162,19,000,50070,00000,00000,0,A,Iowa,46,45,47,47,Village,686,Other
Mason City,27269,162,19,000,50160,00000,00000,0,A,Iowa,27340,27165,26911,26906,Small City,17,Other
Masonville,99,162,19,000,50205,00000,00000,0,A,Iowa,99,99,99,99,Village,643,Other
Massena,356,162,19,000,50250,00000,00000,0,A,Iowa,356,355,355,355,Village,473,Other
Matlock,76,162,19,000,50385,00000,00000,0,A,Iowa,76,75,77,77,Village,664,Other
Maurice,268,162,19,000,50430,00000,00000,0,A,Iowa,268,268,267,272,Village,517,Other
Maxwell,859,162,19,000,50520,00000,00000,0,A,Iowa,858,864,855,854,Village,306,Other
Maynard,473,162,19,000,50610,00000,00000,0,A,Iowa,475,469,470,468,Village,420,Other
Maysville,157,162,19,000,50655,00000,00000,0,A,Iowa,157,155,155,154,Village,596,Other
Mechanicsville,1018,162,19,000,50700,00000,00000,0,A,Iowa,1019,1011,998,992,Village,265,Other
Mediapolis,1686,162,19,000,50790,00000,00000,0,A,Iowa,1690,1671,1646,1664,Village,186,Other
Melbourne,788,162,19,000,50880,00000,00000,0,A,Iowa,788,778,770,768,Village,322,Other
Melcher-Dallas,1196,162,19,000,50935,00000,00000,0,A,Iowa,1198,1180,1181,1184,Village,235,Other
Melrose,112,162,19,000,50970,00000,00000,0,A,Iowa,111,111,110,111,Village,632,Other
Melvin,202,162,19,000,51060,00000,00000,0,A,Iowa,202,202,199,196,Village,564,Other
Menlo,343,162,19,000,51105,00000,00000,0,A,Iowa,344,341,340,343,Village,481,Other
Meriden,163,162,19,000,51150,00000,00000,0,A,Iowa,163,161,161,162,Village,592,Other
Merrill,717,162,19,000,51375,00000,00000,0,A,Iowa,719,716,714,710,Village,352,Other
Meservey,219,162,19,000,51420,00000,00000,0,A,Iowa,220,216,214,212,Village,553,Other
Middletown,363,162,19,000,51735,00000,00000,0,A,Iowa,364,362,362,364,Village,468,Other
Miles,409,162,19,000,52050,00000,00000,0,A,Iowa,410,405,403,402,Village,443,Other
Milford,3335,162,19,000,52095,00000,00000,0,A,Iowa,3324,3353,3356,3309,Village,116,Other
Millersburg,136,162,19,000,52230,00000,00000,0,A,Iowa,136,137,136,137,Village,614,Other
Millerton,43,162,19,000,52275,00000,00000,0,A,Iowa,43,43,43,43,Village,689,Other
Milo,777,162,19,000,52455,00000,00000,0,A,Iowa,777,771,768,761,Village,324,Other
Milton,392,162,19,000,52500,00000,00000,0,A,Iowa,391,396,396,397,Village,452,Other
Minburn,326,162,19,000,52545,00000,00000,0,A,Iowa,325,325,321,317,Village,488,Other
Minden,602,162,19,000,52590,00000,00000,0,A,Iowa,602,598,592,591,Village,382,Other
Mingo,303,162,19,000,52815,00000,00000,0,A,Iowa,303,306,308,313,Village,498,Other
Missouri Valley,2677,162,19,000,52860,00000,00000,0,A,Iowa,2683,2690,2678,2656,Village,130,Other
Mitchell,123,162,19,000,52905,00000,00000,0,A,Iowa,123,121,119,118,Village,623,Other
Mitchellville,2485,162,19,000,52950,00000,00000,0,A,Iowa,2483,2507,2536,2617,Village,139,Other
Modale,274,162,19,000,52995,00000,00000,0,A,Iowa,275,280,282,280,Village,511,Other
Mondamin,337,162,19,000,53175,00000,00000,0,A,Iowa,338,339,339,337,Village,485,Other
Monmouth,129,162,19,000,53265,00000,00000,0,A,Iowa,129,128,127,129,Village,619,Other
Monona,1471,162,19,000,53310,00000,00000,0,A,Iowa,1473,1469,1467,1465,Village,207,Other
Monroe,1968,162,19,000,53355,00000,00000,0,A,Iowa,1965,2003,2011,2010,Village,166,Other
Montezuma,1444,162,19,000,53490,00000,00000,0,A,Iowa,1447,1445,1440,1432,Village,209,Other
Monticello,4046,162,19,000,53625,00000,00000,0,A,Iowa,4043,4075,4078,4056,Village,103,Other
Montour,201,162,19,000,53670,00000,00000,0,A,Iowa,202,201,199,198,Village,565,Other
Montrose,745,162,19,000,53760,00000,00000,0,A,Iowa,745,740,732,727,Village,339,Other
Moorhead,197,162,19,000,53850,00000,00000,0,A,Iowa,197,193,189,189,Village,569,Other
Moorland,170,162,19,000,53895,00000,00000,0,A,Iowa,170,174,171,167,Village,588,Other
Moravia,637,162,19,000,53985,00000,00000,0,A,Iowa,639,638,627,626,Village,372,Other
Morley,94,162,19,000,54030,00000,00000,0,A,Iowa,94,95,95,94,Village,648,Other
Morning Sun,746,162,19,000,54120,00000,00000,0,A,Iowa,748,738,726,693,Village,338,Other
Morrison,95,162,19,000,54165,00000,00000,0,A,Iowa,95,95,95,97,Village,647,Other
Moulton,608,162,19,000,54390,00000,00000,0,A,Iowa,609,608,600,599,Village,380,Other
Mount Auburn,163,162,19,000,54435,00000,00000,0,A,Iowa,163,164,163,163,Village,592,Other
Mount Ayr,1619,162,19,000,54480,00000,00000,0,A,Iowa,1626,1619,1637,1626,Village,190,Other
Mount Pleasant,9255,162,19,000,54705,00000,00000,0,A,Iowa,9273,9211,9178,8581,Small Town,46,Other
Mount Vernon,4542,162,19,000,54840,00000,00000,0,A,Iowa,4536,4517,4557,4552,Village,94,Other
Moville,1692,162,19,000,54930,00000,00000,0,A,Iowa,1688,1670,1670,1690,Village,183,Other
Murray,677,162,19,000,55065,00000,00000,0,A,Iowa,682,663,641,624,Village,365,Other
Muscatine,23745,162,19,000,55110,00000,00000,0,A,Iowa,23799,23480,23436,23341,Town,24,Other
Mystic,325,162,19,000,55200,00000,00000,0,A,Iowa,326,326,322,321,Village,489,Other
Nashua,1549,162,19,000,55335,00000,00000,0,A,Iowa,1554,1534,1510,1503,Village,199,Other
Nemaha,67,162,19,000,55515,00000,00000,0,A,Iowa,67,67,66,66,Village,672,Other
Neola,914,162,19,000,55560,00000,00000,0,A,Iowa,915,911,908,906,Village,290,Other
Nevada,6921,162,19,000,55695,00000,00000,0,A,Iowa,6926,6989,6942,6967,Small Town,59,Other
New Albin,434,162,19,000,55785,00000,00000,0,A,Iowa,434,429,427,431,Village,432,Other
Newell,904,162,19,000,55965,00000,00000,0,A,Iowa,905,904,857,847,Village,293,Other
Newhall,879,162,19,000,56055,00000,00000,0,A,Iowa,881,883,883,888,Village,300,Other
New Hampton,3491,162,19,000,56100,00000,00000,0,A,Iowa,3497,3460,3424,3422,Village,112,Other
New Hartford,571,162,19,000,56145,00000,00000,0,A,Iowa,571,570,562,556,Village,391,Other
New Liberty,133,162,19,000,56280,00000,00000,0,A,Iowa,133,134,133,133,Village,616,Other
New London,1911,162,19,000,56325,00000,00000,0,A,Iowa,1913,1907,1890,1870,Village,170,Other
New Market,384,162,19,000,56370,00000,00000,0,A,Iowa,386,382,383,387,Village,456,Other
New Providence,235,162,19,000,56415,00000,00000,0,A,Iowa,236,233,234,230,Village,542,Other
New Sharon,1258,162,19,000,56460,00000,00000,0,A,Iowa,1260,1253,1252,1247,Village,227,Other
Newton,15748,162,19,000,56505,00000,00000,0,A,Iowa,15756,15686,15734,15645,Town,30,Other
New Vienna,383,162,19,000,56550,00000,00000,0,A,Iowa,384,379,376,380,Village,457,Other
New Virginia,499,162,19,000,56595,00000,00000,0,A,Iowa,499,500,494,493,Village,411,Other
Nichols,338,162,19,000,56685,00000,00000,0,A,Iowa,339,336,329,328,Village,484,Other
Nodaway,77,162,19,000,56865,00000,00000,0,A,Iowa,77,75,75,73,Village,663,Other
Nora Springs,1364,162,19,000,56910,00000,00000,0,A,Iowa,1367,1350,1345,1348,Village,216,Other
Northboro,53,162,19,000,57045,00000,00000,0,A,Iowa,53,53,53,52,Village,682,Other
North Buena Vista,106,162,19,000,57135,00000,00000,0,A,Iowa,106,107,108,108,Village,637,Other
North English,1066,162,19,000,57225,00000,00000,0,A,Iowa,1067,1057,1043,1035,Village,257,Other
North Liberty,20500,162,19,000,57360,00000,00000,0,A,Iowa,20482,20801,21324,21345,Town,26,Other
North Washington,112,162,19,000,57495,00000,00000,0,A,Iowa,112,111,109,108,Village,632,Other
Northwood,2070,162,19,000,57630,00000,00000,0,A,Iowa,2072,2061,2049,2048,Village,155,Other
Norwalk,12919,162,19,000,57675,00000,00000,0,A,Iowa,12800,13580,14169,14873,Town,32,Other
Norway,463,162,19,000,57720,00000,00000,0,A,Iowa,464,466,465,465,Village,424,Other
Numa,71,162,19,000,57945,00000,00000,0,A,Iowa,71,71,70,70,Village,669,Other
Oakland,1522,162,19,000,58080,00000,00000,0,A,Iowa,1523,1512,1513,1518,Village,202,Other
Oakland Acres,175,162,19,000,58170,00000,00000,0,A,Iowa,175,177,176,177,Village,586,Other
Oakville,199,162,19,000,58395,00000,00000,0,A,Iowa,199,196,194,192,Village,567,Other
Ocheyedan,438,162,19,000,58530,00000,00000,0,A,Iowa,437,436,428,421,Village,430,Other
Odebolt,995,162,19,000,58575,00000,00000,0,A,Iowa,997,992,983,985,Village,267,Other
Oelwein,5906,162,19,000,58620,00000,00000,0,A,Iowa,5928,5849,5828,5791,Small Town,67,Other
Ogden,2008,162,19,000,58665,00000,00000,0,A,Iowa,2010,2004,1975,1963,Village,164,Other
Okoboji,766,162,19,000,58710,00000,00000,0,A,Iowa,764,764,755,737,Village,329,Other
Olds,191,162,19,000,58890,00000,00000,0,A,Iowa,192,192,190,187,Village,573,Other
Olin,656,162,19,000,58980,00000,00000,0,A,Iowa,656,659,658,655,Village,367,Other
Ollie,200,162,19,000,59070,00000,00000,0,A,Iowa,200,198,198,198,Village,566,Other
Onawa,2906,162,19,000,59115,00000,00000,0,A,Iowa,2910,2860,2824,2816,Village,123,Other
Onslow,198,162,19,000,59250,00000,00000,0,A,Iowa,198,200,199,196,Village,568,Other
Orange City,6277,162,19,000,59475,00000,00000,0,A,Iowa,6271,6275,6305,6397,Small Town,62,Other
Orchard,66,162,19,000,59520,00000,00000,0,A,Iowa,66,67,66,67,Village,673,Other
Orient,364,162,19,000,59565,00000,00000,0,A,Iowa,364,365,361,356,Village,467,Other
Orleans,520,162,19,000,59655,00000,00000,0,A,Iowa,520,520,517,508,Village,403,Other
Osage,3635,162,19,000,59745,00000,00000,0,A,Iowa,3632,3591,3558,3537,Village,110,Other
Osceola,5423,162,19,000,59835,00000,00000,0,A,Iowa,5412,5515,5536,5568,Small Town,76,Other
Oskaloosa,11537,162,19,000,59925,00000,00000,0,A,Iowa,11547,11468,11489,11448,Town,34,Other
Ossian,803,162,19,000,59970,00000,00000,0,A,Iowa,804,793,786,783,Village,316,Other
Osterdock,44,162,19,000,60015,00000,00000,0,A,Iowa,44,44,44,43,Village,688,Other
Otho,425,162,19,000,60105,00000,00000,0,A,Iowa,425,424,416,411,Village,438,Other
Oto,71,162,19,000,60240,00000,00000,0,A,Iowa,71,70,69,69,Village,669,Other
Ottosen,41,162,19,000,60420,00000,00000,0,A,Iowa,41,41,41,41,Village,690,Other
Ottumwa,25455,162,19,000,60465,00000,00000,0,A,Iowa,25543,25396,25214,25252,Small City,18,Other
Owasa,31,162,19,000,60555,00000,00000,0,A,Iowa,31,31,30,30,Village,698,Other
Oxford,716,162,19,000,60645,00000,00000,0,A,Iowa,718,720,716,710,Village,353,Other
Oxford Junction,427,162,19,000,60690,00000,00000,0,A,Iowa,427,429,428,424,Village,437,Other
Oyens,95,162,19,000,60780,00000,00000,0,A,Iowa,95,95,94,94,Village,647,Other
Pacific Junction,99,162,19,000,60825,00000,00000,0,A,Iowa,100,100,100,101,Village,643,Other
Packwood,184,162,19,000,60915,00000,00000,0,A,Iowa,184,185,183,180,Village,578,Other
Palmer,139,162,19,000,61050,00000,00000,0,A,Iowa,139,138,138,136,Village,613,Other
Palo,1409,162,19,000,61230,00000,00000,0,A,Iowa,1411,1404,1414,1505,Village,211,Other
Panama,237,162,19,000,61275,00000,00000,0,A,Iowa,238,237,235,237,Village,540,Other
Panora,1086,162,19,000,61320,00000,00000,0,A,Iowa,1088,1076,1084,1083,Village,252,Other
Panorama Park,141,162,19,000,61365,00000,00000,0,A,Iowa,141,140,141,141,Village,611,Other
Parkersburg,2014,162,19,000,61590,00000,00000,0,A,Iowa,2015,2010,1999,1983,Village,163,Other
Parnell,193,162,19,000,61770,00000,00000,0,A,Iowa,193,194,193,189,Village,571,Other
Paton,221,162,19,000,61815,00000,00000,0,A,Iowa,221,221,221,218,Village,552,Other
Patterson,175,162,19,000,61860,00000,00000,0,A,Iowa,175,175,177,175,Village,586,Other
Paullina,976,162,19,000,61905,00000,00000,0,A,Iowa,979,967,969,968,Village,270,Other
Pella,10467,162,19,000,62040,00000,00000,0,A,Iowa,10459,10639,10760,10820,Town,38,Other
Peosta,1930,162,19,000,62130,00000,00000,0,A,Iowa,1915,1978,2062,2122,Village,168,Other
Perry,7872,162,19,000,62355,00000,00000,0,A,Iowa,7843,7949,8017,7984,Small Town,49,Other
Persia,296,162,19,000,62445,00000,00000,0,A,Iowa,297,298,296,293,Village,502,Other
Peterson,319,162,19,000,62625,00000,00000,0,A,Iowa,321,321,320,319,Village,491,Other
Pierson,339,162,19,000,62760,00000,00000,0,A,Iowa,340,335,331,331,Village,483,Other
Pilot Mound,161,162,19,000,62850,00000,00000,0,A,Iowa,161,159,157,158,Village,594,Other
Pisgah,242,162,19,000,63075,00000,00000,0,A,Iowa,242,245,247,245,Village,536,Other
Plainfield,394,162,19,000,63210,00000,00000,0,A,Iowa,394,394,395,394,Village,450,Other
Plano,59,162,19,000,63345,00000,00000,0,A,Iowa,59,59,58,58,Village,678,Other
Pleasant Hill,10192,162,19,000,63525,00000,00000,0,A,Iowa,10179,10895,11201,11617,Town,42,Other
Pleasanton,30,162,19,000,63570,00000,00000,0,A,Iowa,30,30,30,30,Village,699,Other
Pleasant Plain,82,162,19,000,63615,00000,00000,0,A,Iowa,82,82,81,80,Village,659,Other
Pleasantville,1689,162,19,000,63750,00000,00000,0,A,Iowa,1683,1683,1687,1690,Village,184,Other
Plover,53,162,19,000,63840,00000,00000,0,A,Iowa,53,53,53,53,Village,682,Other
Plymouth,381,162,19,000,63885,00000,00000,0,A,Iowa,382,376,370,369,Village,458,Other
Pocahontas,1868,162,19,000,63975,00000,00000,0,A,Iowa,1870,1862,1868,1842,Village,173,Other
Polk City,5599,162,19,000,64020,00000,00000,0,A,Iowa,5552,5771,6051,6303,Small Town,69,Other
Pomeroy,528,162,19,000,64065,00000,00000,0,A,Iowa,530,525,516,520,Village,400,Other
Popejoy,78,162,19,000,64110,00000,00000,0,A,Iowa,78,78,78,77,Village,662,Other
Portsmouth,186,162,19,000,64200,00000,00000,0,A,Iowa,187,187,187,189,Village,576,Other
Postville,2503,162,19,000,64290,00000,00000,0,A,Iowa,2507,2476,2459,2415,Village,138,Other
Prairieburg,157,162,19,000,64425,00000,00000,0,A,Iowa,157,155,156,155,Village,596,Other
Prairie City,1696,162,19,000,64470,00000,00000,0,A,Iowa,1695,1707,1710,1712,Village,182,Other
Prescott,190,162,19,000,64560,00000,00000,0,A,Iowa,190,188,186,183,Village,574,Other
Preston,947,162,19,000,64605,00000,00000,0,A,Iowa,949,942,940,938,Village,279,Other
Primghar,902,162,19,000,64650,00000,00000,0,A,Iowa,904,896,902,884,Village,294,Other
Princeton,925,162,19,000,64740,00000,00000,0,A,Iowa,925,919,916,916,Village,285,Other
Promise City,90,162,19,000,64875,00000,00000,0,A,Iowa,90,91,90,91,Village,651,Other
Protivin,265,162,19,000,65010,00000,00000,0,A,Iowa,264,265,263,260,Village,520,Other
Pulaski,262,162,19,000,65055,00000,00000,0,A,Iowa,262,263,260,261,Village,523,Other
Quasqueton,576,162,19,000,65235,00000,00000,0,A,Iowa,575,580,586,591,Village,389,Other
Quimby,247,162,19,000,65280,00000,00000,0,A,Iowa,247,244,243,246,Village,533,Other
Radcliffe,555,162,19,000,65370,00000,00000,0,A,Iowa,557,549,545,540,Village,393,Other
Rake,186,162,19,000,65415,00000,00000,0,A,Iowa,186,186,185,182,Village,576,Other
Ralston,79,162,19,000,65505,00000,00000,0,A,Iowa,79,79,78,77,Village,661,Other
Randalia,51,162,19,000,65550,00000,00000,0,A,Iowa,51,50,50,50,Village,683,Other
Randall,156,162,19,000,65595,00000,00000,0,A,Iowa,154,154,155,154,Village,597,Other
Randolph,187,162,19,000,65640,00000,00000,0,A,Iowa,188,187,184,181,Village,575,Other
Rathbun,40,162,19,000,65730,00000,00000,0,A,Iowa,40,40,39,39,Village,691,Other
